url,email,facebook,twitter,title 1,image 1,title 2,image 2,title 3,image 3,title 4,image 4,title 5,image 5
starchild-tarot.myshopify.com,orders@starchildtarot.com,https://facebook.com/starchildtarot,None,The Book of Tarot  A Guide for Modern Mystics,https://cdn.shopify.com/s/files/1/0978/9512/products/Starchild-Tarot-big-book_32100665-838d-42f6-af2b-40469b8578e1.jpg?v=1535611125,The Book of Tarot  A Guide for Modern Mystics,https://cdn.shopify.com/s/files/1/0978/9512/products/Starchild-Tarot-big-book_32100665-838d-42f6-af2b-40469b8578e1.jpg?v=1535611125,The Moon Card Pin,https://cdn.shopify.com/s/files/1/0978/9512/products/themooncard.jpg?v=1483059735,The Moon Card Pin,https://cdn.shopify.com/s/files/1/0978/9512/products/themooncard.jpg?v=1483059735,The Moonchild Tarot,https://cdn.shopify.com/s/files/1/0978/9512/products/moonchild-best.jpg?v=1535613729
revisionskincare-b2b.myshopify.com,None,None,None,,,,,,,,,,
atomicmakeupnyc.myshopify.com,info@atomicmakeup.com,https://www.facebook.com/AtomicMakeupNYC,None,1988,https://cdn.shopify.com/s/files/1/1990/1497/products/1988.jpg?v=1536617834,1988,https://cdn.shopify.com/s/files/1/1990/1497/products/1988.jpg?v=1536617834,2GETHER 4EVER,https://cdn.shopify.com/s/files/1/1990/1497/products/2gether_4ever.jpg?v=1536617840,2GETHER 4EVER,https://cdn.shopify.com/s/files/1/1990/1497/products/2gether_4ever.jpg?v=1536617840,ATOMIC,https://cdn.shopify.com/s/files/1/1990/1497/products/Atomic.jpg?v=1536617837
birds-cottage.myshopify.com,None,None,None,,,,,,,,,,
eero-aarnio.myshopify.com,hello@aarniooriginals.com,https://www.facebook.com/aarniooriginals,None,Ball Chair,https://cdn.shopify.com/s/files/1/1461/0984/products/eero_aarnio_originals_product_pictures_final_colorbg_13_a73a3c5e-d98e-43f6-a14f-076951591ddb.jpg?v=1522146678,Bubble,https://cdn.shopify.com/s/files/1/1461/0984/products/eero_aarnio_originals_product_pictures_final_colorbg_19_9c31a0c7-08e9-4ba3-8670-0dacb68d261b.jpg?v=1522147296,Copacabana,https://cdn.shopify.com/s/files/1/1461/0984/products/eero_aarnio_originals_product_pictures_final_colorbg_06_5847f0ef-c2b8-47fb-9e0b-a7f18ad8dd07.jpg?v=1522147534,Formula,https://cdn.shopify.com/s/files/1/1461/0984/products/eero_aarnio_originals_product_pictures_final_colorbg_04_791869e7-3abc-466a-95d7-3fd04e11ba61.jpg?v=1522147673,Mushroom,https://cdn.shopify.com/s/files/1/1461/0984/products/eero_aarnio_originals_product_pictures_final_colorbg_05_7b141bc9-65a9-4a8b-8450-dd6e88f15370.jpg?v=1522147836
judithandcharles-us.myshopify.com,None,https://www.facebook.com/judithandcharles,https://twitter.com/judithncharles,Acacia Sweater,https://cdn.shopify.com/s/files/1/2917/2788/products/acacia_dress_280-4826_black_hero_1-2.jpg?v=1541707082,Adler Skirt,https://cdn.shopify.com/s/files/1/2917/2788/products/adler-skirt_998-2294_navy-jacquard_hero_1-2.jpg?v=1541707084,Aimee Dress,https://cdn.shopify.com/s/files/1/2917/2788/products/aimee-dress_758-5247_navy_hero_1-4_cea804b8-7a1c-43d0-92f0-9505d2403755.jpg?v=1541707087,Albertine Pant,https://cdn.shopify.com/s/files/1/2917/2788/products/albertine-pant_554-3633_navy_hero_1-1.jpg?v=1541707092,Alecia Dress,https://cdn.shopify.com/s/files/1/2917/2788/products/alecia-dress_300-5349_crimson-red_hero_1-3_161de890-3543-4fcb-aa26-5ef4c3189990.jpg?v=1541707095
milk-honey-babies-2.myshopify.com,info@milkandhoneybabies.com,None,None,SunnyLife Crabby Arm Band Floaties,https://cdn.shopify.com/s/files/1/0719/4219/products/Crabby_Arm_Band_Floaties_1.jpg?v=1527022898,SunnyLife Crabby Arm Band Floaties,https://cdn.shopify.com/s/files/1/0719/4219/products/Crabby_Arm_Band_Floaties_1.jpg?v=1527022898,SunnyLife Kids Pool Crabby,https://cdn.shopify.com/s/files/1/0719/4219/products/Crabby_Kids_Pool.jpg?v=1527019673,SunnyLife Kids Pool Crabby,https://cdn.shopify.com/s/files/1/0719/4219/products/Crabby_Kids_Pool.jpg?v=1527019673,SunnyLife Ice Cream Neoprene Back Pack,https://cdn.shopify.com/s/files/1/0719/4219/products/Ice_Cream_Neoprene_Backpack.jpg?v=1527016627
doc-of-detox-2.myshopify.com,None,http://www.facebook.com/docofdetox,https://twitter.com/DocOfDetox,4ever Flora,https://cdn.shopify.com/s/files/1/0017/0609/8803/products/4ever_Flora1.png?v=1527276874,4ever Flora,https://cdn.shopify.com/s/files/1/0017/0609/8803/products/4ever_Flora1.png?v=1527276874,African Cayenne,https://cdn.shopify.com/s/files/1/0017/0609/8803/products/African_Cayenne_web.png?v=1527622390,African Cayenne,https://cdn.shopify.com/s/files/1/0017/0609/8803/products/African_Cayenne_web.png?v=1527622390,Aloe Mystery,https://cdn.shopify.com/s/files/1/0017/0609/8803/products/AM.jpg?v=1527101247
dwb-online.myshopify.com,None,https://www.facebook.com/Deko-Werbung-und-Beratung-615446555498964/,None,Leinwanddruck auf Holzkeilrahmen,https://cdn.shopify.com/s/files/1/0015/0293/7143/products/Foto_Leinwanddruck_auf_Holzkeilrahmen.jpg?v=1539159823,Bestickte Fleece-Kuscheldecken in Wunschfarbe mit Firmenlogo oder Wunschmotiv,https://cdn.shopify.com/s/files/1/0015/0293/7143/products/IMG_5756_1.JPG?v=1540974089,Gummi Fußmatten mit Firmenlogo oder Wunschmotiv,https://cdn.shopify.com/s/files/1/0015/0293/7143/products/need_to_get_this_photo_photoshopped_with_our_company_logo_180218094138_1.jpg?v=1540974119,FILZ Fußmatte mit Wunschmotiv,https://cdn.shopify.com/s/files/1/0015/0293/7143/products/image_ebc5d4b8-da68-45d6-bd5d-1c148cd78e0d.jpg?v=1537861029,Individuell bedrucktes Werbe- und Fotohandtuch 50x30cm,https://cdn.shopify.com/s/files/1/0015/0293/7143/products/image_770aa5f5-6b72-4c4a-bfd2-f57459b9a0bb.jpg?v=1539159817
elita-essentials.myshopify.com,None,//www.facebook.com/sharer.php?u=https://elitaessentials.com/products/dr-ps-super-ai-serum,//twitter.com/home?status=https://elitaessentials.com/products/dr-ps-super-ai-serum via @shopify,99% Beta Caryophyllene Isolate 15ml,https://cdn.shopify.com/s/files/1/0024/4747/4751/products/Isolate-BetaCaryophyllene-3.jpg?v=1534253028,99% Beta Caryophyllene Isolate 15ml,https://cdn.shopify.com/s/files/1/0024/4747/4751/products/Isolate-BetaCaryophyllene-3.jpg?v=1534253028,Alpha-Humulene 90% Isolate 15ml,https://cdn.shopify.com/s/files/1/0024/4747/4751/products/Isolate-Alpha-Humulene-3.png?v=1534253032,Alpha-Humulene 90% Isolate 15ml,https://cdn.shopify.com/s/files/1/0024/4747/4751/products/Isolate-Alpha-Humulene-3.png?v=1534253032,Birch Adirondack Essentail Oil 15ml,https://cdn.shopify.com/s/files/1/0024/4747/4751/products/Oil-Birch-3.jpg?v=1534253035
halcyon-hadley.myshopify.com,halcyonandhadley@gmail.com,https://www.facebook.com/HalcyonandHadley/,https://twitter.com/Halcyon_Hadley,Abalone and Mother of Pearl Geometric Statement Earrings,https://cdn.shopify.com/s/files/1/2495/1490/products/8_2d74ea99-4bcb-4510-923a-16da0359524d.png?v=1532854748,Abalone and Mother of Pearl Geometric Statement Earrings,https://cdn.shopify.com/s/files/1/2495/1490/products/8_2d74ea99-4bcb-4510-923a-16da0359524d.png?v=1532854748,Abalone Shell & Rose Quartz Vernazza Statement Earrings,https://cdn.shopify.com/s/files/1/2495/1490/products/18_3d243bc3-d4a4-4ec0-b616-00562ffce397.png?v=1532854749,Abalone Shell & Rose Quartz Vernazza Statement Earrings,https://cdn.shopify.com/s/files/1/2495/1490/products/18_3d243bc3-d4a4-4ec0-b616-00562ffce397.png?v=1532854749,Ah Oui Cannes Blue Chalcedony & Shell Drop Earrings,https://cdn.shopify.com/s/files/1/2495/1490/products/9_c0c5a706-ff29-40f3-b1e6-8c5477f4e1c4.png?v=1532335673
qimiq-online-shop.myshopify.com,None,None,None,Das kleine Kennenlernpaket,https://cdn.shopify.com/s/files/1/1425/8242/products/QOS-Das_kleine_Kennenlernpaket-01.png?v=1526847483,Das kleine Kennenlernpaket,https://cdn.shopify.com/s/files/1/1425/8242/products/QOS-Das_kleine_Kennenlernpaket-01.png?v=1526847483,12 Cupcake-Formen aus Silikon,https://cdn.shopify.com/s/files/1/1425/8242/products/0E9A1909.jpg?v=1505160423,12 Cupcake-Formen aus Silikon,https://cdn.shopify.com/s/files/1/1425/8242/products/0E9A1909.jpg?v=1505160423,12 Cupcake-Formen aus Silikon,https://cdn.shopify.com/s/files/1/1425/8242/products/0E9A1909.jpg?v=1505160423
